001-TIME,002-PCoupled,003-PCoupledMoAv
0.1484758840000000E-007,-.9551418862308419E-010,-.1188849909385431E-009
0.1489675260000000E-007,-.9437988281809899E-010,-.1188041159942512E-009
0.1494591680000000E-007,-.9323895311045157E-010,-.1187200200637124E-009
0.1499508100000000E-007,-.9209147957393749E-010,-.1186327133735819E-009
0.1504424520000000E-007,-.9093754274295494E-010,-.1185422062800178E-009
0.1509340940000000E-007,-.8977722360398340E-010,-.1184485092680437E-009
0.1514257360000000E-007,-.8861060359251650E-010,-.1183516329509154E-009
0.1519173779999999E-007,-.8743776458626874E-010,-.1182515880694764E-009
0.1524090199999999E-007,-.8625878889848527E-010,-.1181483854915055E-009
0.1529006619999999E-007,-.8507375927401267E-010,-.1180420362110634E-009
0.1533923039999999E-007,-.8388275888247752E-010,-.1179325513478307E-009
0.1538839459999999E-007,-.8268587131180408E-010,-.1178199421464377E-009
0.1543755879999999E-007,-.8148318056423727E-010,-.1177042199757937E-009
0.1548672299999999E-007,-.8027477104838943E-010,-.1175853963284051E-009
0.1553588719999998E-007,-.7906072757452730E-010,-.1174634828196903E-009
0.1558505139999998E-007,-.7784113534879788E-010,-.1173384911872901E-009
0.1563421559999998E-007,-.7661607996575851E-010,-.1172104332903670E-009
0.1568337979999998E-007,-.7538564740454622E-010,-.1170793211089068E-009
0.1573254399999998E-007,-.7414992402069535E-010,-.1169451667430061E-009
0.1578170819999998E-007,-.7290899654173084E-010,-.1168079824121611E-009
0.1583087239999998E-007,-.7166295206000947E-010,-.1166677804545457E-009
0.1588003659999998E-007,-.7041187802745329E-010,-.1165245733262884E-009
0.1592920079999997E-007,-.6915586224846704E-010,-.1163783736007396E-009
0.1597836499999997E-007,-.6789499287460003E-010,-.1162291939677361E-009
0.1602752919999997E-007,-.6662935839812589E-010,-.1160770472328600E-009
0.1607669339999997E-007,-.6535904764539824E-010,-.1159219463166904E-009
0.1612585759999997E-007,-.6408414977130889E-010,-.1157639042540521E-009
0.1617502179999997E-007,-.6280475425257056E-010,-.1156029341932573E-009
0.1622418599999997E-007,-.6152095088133923E-010,-.1154390493953424E-009
0.1627335019999997E-007,-.6023282975943848E-010,-.1152722632333004E-009
0.1632251439999996E-007,-.5894048129163247E-010,-.1151025891913074E-009
0.1637167859999996E-007,-.5764399617935592E-010,-.1149300408639442E-009
0.1642084279999996E-007,-.5634346541430887E-010,-.1147546319554124E-009
0.1647000699999996E-007,-.5503898027220623E-010,-.1145763762787461E-009
0.1651917119999996E-007,-.5373063230635310E-010,-.1143952877550187E-009
0.1656833539999996E-007,-.5241851334097519E-010,-.1142113804125439E-009
0.1661749959999996E-007,-.5110271546538094E-010,-.1140246683860730E-009
0.1666666379999996E-007,-.4978333102603944E-010,-.1138351659159844E-009
0.1671582799999995E-007,-.4846045262253937E-010,-.1136428873474743E-009
0.1676499219999995E-007,-.4713417309894690E-010,-.1134478471297366E-009
0.1681415639999995E-007,-.4580458553781430E-010,-.1132500598151404E-009
0.1686332059999995E-007,-.4447178325406201E-010,-.1130495400584026E-009
0.1691248479999995E-007,-.4313585978885326E-010,-.1128463026157586E-009
0.1696164899999995E-007,-.4179690890136825E-010,-.1126403623441227E-009
0.1701081319999995E-007,-.4045502456390862E-010,-.1124317342002492E-009
0.1705997739999995E-007,-.3911030095450860E-010,-.1122204332398869E-009
0.1710914159999994E-007,-.3776283245049205E-010,-.1120064746169288E-009
0.1715830579999994E-007,-.3641271362176588E-010,-.1117898735825588E-009
0.1720746999999994E-007,-.3506003922431731E-010,-.1115706454843924E-009
0.1725663419999994E-007,-.3370490419344747E-010,-.1113488057656147E-009
0.1730579839999994E-007,-.3234740363717438E-010,-.1111243699641135E-009
0.1735496259999994E-007,-.3098763282951263E-010,-.1108973537116075E-009
0.1740412679999994E-007,-.2962568720384961E-010,-.1106677727327720E-009
0.1745329099999993E-007,-.2826166234615683E-010,-.1104356428443590E-009
0.1750245519999993E-007,-.2689565398839013E-010,-.1102009799543142E-009
0.1755161939999993E-007,-.2552775800166652E-010,-.1099638000608894E-009
0.1760078359999993E-007,-.2415807038963173E-010,-.1097241192517518E-009
0.1764994779999993E-007,-.2278668728160670E-010,-.1094819537030885E-009
0.1769911199999993E-007,-.2141370492592889E-010,-.1092373196787075E-009
0.1774827619999993E-007,-.2003921968326733E-010,-.1089902335291356E-009
0.1779744039999993E-007,-.1866332801966299E-010,-.1087407116907116E-009
0.1784660459999992E-007,-.1728612649984084E-010,-.1084887706846762E-009
0.1789576879999992E-007,-.1590771178061308E-010,-.1082344271162584E-009
0.1794493299999992E-007,-.1452818060378678E-010,-.1079776976737585E-009
0.1799409719999992E-007,-.1314762978954135E-010,-.1077185991276268E-009
0.1804326139999992E-007,-.1176615622970109E-010,-.1074571483295398E-009
0.1809242559999992E-007,-.1038385688083918E-010,-.1071933622114726E-009
0.1814158979999992E-007,-.9000828757285529E-011,-.1069272577847675E-009
0.1819075399999992E-007,-.7617168924902656E-011,-.1066588521392003E-009
0.1823991819999991E-007,-.6232974493565714E-011,-.1063881624420423E-009
0.1828908239999991E-007,-.4848342610769738E-011,-.1061152059371195E-009
0.1833824659999991E-007,-.3463370454714095E-011,-.1058399999438691E-009
0.1838741079999991E-007,-.2078155227480500E-011,-.1055625618563922E-009
0.1843657499999991E-007,-.6927941482096955E-012,-.1052829091425037E-009
0.1848573919999991E-007,0.6926155536797224E-012,-.1050010593427798E-009
0.1853490339999991E-007,0.2077976645600269E-011,-.1047170300696011E-009
0.1858406759999991E-007,0.3463191898002771E-011,-.1044308390061947E-009
0.1863323179999990E-007,0.4848164091659088E-011,-.1041425039056726E-009
0.1868239599999990E-007,0.6232796024676688E-011,-.1038520425900665E-009
0.1873156019999990E-007,0.7616990518724669E-011,-.1035594729493610E-009
0.1878072439999990E-007,0.9000650426301743E-011,-.1032648129405242E-009
0.1882988859999990E-007,0.1038367863744064E-010,-.1029680805865347E-009
0.1887905279999990E-007,0.1176597808651680E-010,-.1026692939754069E-009
0.1892821699999990E-007,0.1314745175903337E-010,-.1023684712592136E-009
0.1897738119999989E-007,0.1452800269843242E-010,-.1020656306531057E-009
0.1902654539999989E-007,0.1590753401293528E-010,-.1017607904343304E-009
0.1907570959999989E-007,0.1728594888235597E-010,-.1014539689412462E-009
0.1912487379999989E-007,0.1866315056470720E-010,-.1011451845723363E-009
0.1917403799999989E-007,0.2003904240336005E-010,-.1008344557852191E-009
0.1922320219999989E-007,0.2141352783356329E-010,-.1005218010956571E-009
0.1927236639999989E-007,0.2278651038915575E-010,-.1002072390765631E-009
0.1932153059999989E-007,0.2415789370949830E-010,-.9989078835700574E-010
0.1937069479999988E-007,0.2552758154625102E-010,-.9957246762121067E-010
0.1941985899999988E-007,0.2689547777013409E-010,-.9925229560756170E-010
0.1946902319999988E-007,0.2826148637736944E-010,-.9893029110759975E-010
0.1951818739999988E-007,0.2962551149692154E-010,-.9860647296501910E-010
0.1956735159999988E-007,0.3098745739675090E-010,-.9828086007466290E-010
0.1961651579999988E-007,0.3234722849089749E-010,-.9795347138151613E-010
0.1966568000000000E-007,0.3370472934594715E-010,-.9762432587969667E-010
0.1971484420000000E-007,0.3505986468785669E-010,-.9729344261144842E-010
0.1976400840000000E-007,0.3641253940859028E-010,-.9696084066612494E-010
0.1981317260000000E-007,0.3776265857282518E-010,-.9662653917917967E-010
0.1986233679999999E-007,0.3911012742457019E-010,-.9629055733115059E-010
0.1991150099999999E-007,0.4045485139386157E-010,-.9595291434664439E-010
0.1996066519999999E-007,0.4179673610336649E-010,-.9561362949331925E-010
0.2000982939999999E-007,0.4313568737503724E-010,-.9527272208086631E-010
0.2005899359999999E-007,0.4447161123684690E-010,-.9493021145998958E-010
0.2010815779999999E-007,0.4580441392867375E-010,-.9458611702138648E-010
0.2015732199999999E-007,0.4713400191025419E-010,-.9424045819472396E-010
0.2020648619999999E-007,0.4846028186656998E-010,-.9389325444761619E-010
0.2025565039999998E-007,0.4978316071428491E-010,-.9354452528460188E-010
0.2030481459999998E-007,0.5110254560994756E-010,-.9319429024611628E-010
0.2035397879999998E-007,0.5241834395407393E-010,-.9284256890746849E-010
0.2040314299999998E-007,0.5373046339960586E-010,-.9248938087781291E-010
0.2045230719999998E-007,0.5503881185751940E-010,-.9213474579912221E-010
0.2050147139999998E-007,0.5634329750345481E-010,-.9177868334515919E-010
0.2055063559999998E-007,0.5764382878406008E-010,-.9142121322044815E-010
0.2059979979999998E-007,0.5894031442381017E-010,-.9106235515924468E-010
0.2064896399999997E-007,0.6023266343066403E-010,-.9070212892450679E-010
0.2069812819999997E-007,0.6152078510337075E-010,-.9034055430686338E-010
0.2074729239999997E-007,0.6280458903714759E-010,-.8997765112358373E-010
0.2079645659999997E-007,0.6408398512995528E-010,-.8961343921754700E-010
0.2084562079999997E-007,0.6535888358965791E-010,-.8924793845620925E-010
0.2089478499999997E-007,0.6662919493947346E-010,-.8888116873057235E-010
0.2094394919999997E-007,0.6789483002444060E-010,-.8851314995415214E-010
0.2099311339999996E-007,0.6915570001822872E-010,-.8814390206194517E-010
0.2104227759999996E-007,0.7041171642850250E-010,-.8777344500939738E-010
0.2109144179999996E-007,0.7166279110396602E-010,-.8740179877137087E-010
0.2114060599999996E-007,0.7290883623952706E-010,-.8702898334111301E-010
0.2118977019999996E-007,0.7414976438382032E-010,-.8665501872922222E-010
0.2123893439999996E-007,0.7538548844405810E-010,-.8627992496261742E-010
0.2128809859999996E-007,0.7661592169309790E-010,-.8590372208350494E-010
0.2133726279999996E-007,0.7784097777473354E-010,-.8552643014834772E-010
0.2138642699999995E-007,0.7906057071039406E-010,-.8514806922683337E-010
0.2143559119999995E-007,0.8027461490499181E-010,-.8476865940084295E-010
0.2148475539999995E-007,0.8148302515252181E-010,-.8438822076342106E-010
0.2153391959999995E-007,0.8268571664286812E-010,-.8400677341774460E-010
0.2158308379999995E-007,0.8388260496686507E-010,-.8362433747609402E-010
0.2163224799999995E-007,0.8507360612300077E-010,-.8324093305882336E-010
0.2168141219999995E-007,0.8625863652234031E-010,-.8285658029333320E-010
0.2173057639999995E-007,0.8743761299585841E-010,-.8247129931304091E-010
0.2177974059999994E-007,0.8861045279873686E-010,-.8208511025635519E-010
0.2182890479999994E-007,0.8977707361710477E-010,-.8169803326564920E-010
0.2187806899999994E-007,0.9093739357360993E-010,-.8131008848623513E-010
0.2192723319999994E-007,0.9209133123274508E-010,-.8092129606534056E-010
0.2197639739999994E-007,0.9323880560741123E-010,-.8053167615108384E-010
0.2202556159999994E-007,0.9437973616374888E-010,-.8014124889145254E-010
0.2207472579999994E-007,0.9551404282796196E-010,-.7975003443328010E-010
0.2212388999999994E-007,0.9664164598980571E-010,-.7935805292122882E-010
0.2217305419999993E-007,0.9776246651058939E-010,-.7896532449676802E-010
