001-TIME,002-TempTra-001,003-TempVib001,004-XiVibMean001,005-TempRot001,006-TempTotal001
3.79000000000002E-007,5.96236509373460E+003,5.94395535656223E+003,1.38552095224709E+001,5.97899200449701E+003,5.95203077652393E+003
3.80000000000002E-007,5.96180140211366E+003,5.94395535656223E+003,1.38552095224709E+001,5.97988707582259E+003,5.95208084595849E+003
3.81000000000002E-007,5.95266934407995E+003,5.94539668068519E+003,1.38561086474935E+001,5.98042722132770E+003,5.95178814511384E+003
3.82000000000002E-007,5.95126761132595E+003,5.94571001201627E+003,1.38563040584057E+001,5.97991834018520E+003,5.95171806779971E+003
3.83000000000003E-007,5.95464772590062E+003,5.94495801682168E+003,1.38558350415913E+001,5.98089797170497E+003,5.95185216111730E+003
3.84000000000003E-007,5.95457192621936E+003,5.94539668068519E+003,1.38561086474935E+001,5.97865336308581E+003,5.95180759362208E+003
3.85000000000003E-007,5.95232552762471E+003,5.94520868188655E+003,1.38559913921964E+001,5.98177288377099E+003,5.95180835954955E+003
3.86000000000003E-007,5.95255612945842E+003,5.94552201321763E+003,1.38561868140457E+001,5.98001263074367E+003,5.95179583620626E+003
3.87000000000003E-007,5.94962816918342E+003,5.94577267828249E+003,1.38563431384009E+001,5.98120084880150E+003,5.95170785896699E+003
3.88000000000003E-007,5.94839255935497E+003,5.94552201321763E+003,1.38561868140457E+001,5.98384194985124E+003,5.95174533542295E+003
3.89000000000003E-007,5.95387093398306E+003,5.94545934695141E+003,1.38561477311341E+001,5.97898741284780E+003,5.95179587105909E+003
3.90000000000003E-007,5.95268496665079E+003,5.94571001201627E+003,1.38563040584057E+001,5.97839603959051E+003,5.95170221208917E+003
3.91000000000003E-007,5.95206167689009E+003,5.94614867587978E+003,1.38565776030632E+001,5.97673900884940E+003,5.95166372505537E+003
3.92000000000003E-007,5.95840049350189E+003,5.94552201321763E+003,1.38561868140457E+001,5.97388071023155E+003,5.95175239033148E+003
3.93000000000003E-007,5.95922093786203E+003,5.94589801081492E+003,1.38564212962043E+001,5.97104899829046E+003,5.95171082782994E+003
3.94000000000003E-007,5.96211937341290E+003,5.94508334935412E+003,1.38559132183524E+001,5.97287122604551E+003,5.95185572495688E+003
3.95000000000003E-007,5.96130180807231E+003,5.94558467948384E+003,1.38562258962281E+001,5.97050594808933E+003,5.95172457697589E+003
3.96000000000003E-007,5.95894420027917E+003,5.94596067708113E+003,1.38564603740124E+001,5.97074227285372E+003,5.95166639475578E+003
3.97000000000003E-007,5.95831574641459E+003,5.94589801081492E+003,1.38564212962043E+001,5.97182957379337E+003,5.95169200027647E+003
3.98000000000003E-007,5.95841125600983E+003,5.94608600961357E+003,1.38565385274419E+001,5.97064061771727E+003,5.95165795576858E+003
3.99000000000003E-007,5.95736868194617E+003,5.94627400841221E+003,1.38566557521191E+001,5.97056644761489E+003,5.95162039400378E+003
4.00000000000003E-007,5.95946339919770E+003,5.94583534454870E+003,1.38563822176671E+001,5.97106125934671E+003,5.95170559357309E+003
4.01000000000003E-007,5.95199099590777E+003,5.94658733974329E+003,1.38568511120041E+001,5.97419193264085E+003,5.95157427078425E+003
4.02000000000003E-007,5.95365793721725E+003,5.94577267828249E+003,1.38563431384009E+001,5.97737369385400E+003,5.95173847081000E+003
4.03000000000003E-007,5.96166802598747E+003,5.94508334935412E+003,1.38559132183524E+001,5.97340345091710E+003,5.95186794460831E+003
4.04000000000003E-007,5.95871992153037E+003,5.94552201321763E+003,1.38561868140457E+001,5.97369328855937E+003,5.95177233469807E+003
4.05000000000003E-007,5.96030830335896E+003,5.94508334935412E+003,1.38559132183524E+001,5.97478508758550E+003,5.95187125556757E+003
4.06000000000003E-007,5.95458030458489E+003,5.94596067708113E+003,1.38564603740124E+001,5.97521722308582E+003,5.95168317335615E+003
4.07000000000003E-007,5.95709870183455E+003,5.94596067708113E+003,1.38564603740124E+001,5.97273698846496E+003,5.95168893913133E+003
4.08000000000003E-007,5.96077860467403E+003,5.94558467948384E+003,1.38562258962281E+001,5.97110838200626E+003,5.95173654760703E+003
4.09000000000003E-007,5.96221196225207E+003,5.94527134815276E+003,1.38560304780246E+001,5.97152938868522E+003,5.95179812922508E+003
4.10000000000003E-007,5.96157707691523E+003,5.94508334935412E+003,1.38559132183524E+001,5.97338309963348E+003,5.95185112840531E+003
4.11000000000003E-007,5.96175870808523E+003,5.94520868188655E+003,1.38559913921964E+001,5.97263943562898E+003,5.95185364547548E+003
4.12000000000003E-007,5.96372651089355E+003,5.94489535055547E+003,1.38557959521169E+001,5.97213966013650E+003,5.95185686497124E+003
4.13000000000003E-007,5.96418030024269E+003,5.94458201922439E+003,1.38556004938044E+001,5.97367055756818E+003,5.95193815323463E+003
4.14000000000003E-007,5.96537178359954E+003,5.94458201922439E+003,1.38556004938044E+001,5.97239170543427E+003,5.95192495260989E+003
4.15000000000003E-007,5.96466287345373E+003,5.94458201922439E+003,1.38556004938044E+001,5.97328436543807E+003,5.95195271553623E+003
4.16000000000003E-007,5.96258272650168E+003,5.94508334935412E+003,1.38559132183524E+001,5.97233401588404E+003,5.95184456600309E+003
4.17000000000003E-007,5.96199428475249E+003,5.94527134815276E+003,1.38560304780246E+001,5.97202793995971E+003,5.95184056576977E+003
4.18000000000003E-007,5.96079776660501E+003,5.94539668068519E+003,1.38561086474935E+001,5.97205830179936E+003,5.95175180914174E+003
4.19000000000003E-007,5.95824658133283E+003,5.94596067708113E+003,1.38564603740124E+001,5.97151763243159E+003,5.95167814014696E+003
4.20000000000003E-007,5.96103277632142E+003,5.94545934695141E+003,1.38561477311341E+001,5.97176747796936E+003,5.95178709404844E+003
4.21000000000003E-007,5.96249102575772E+003,5.94520868188655E+003,1.38559913921964E+001,5.97163701201970E+003,5.95181283573728E+003
4.22000000000003E-007,5.96401213623560E+003,5.94514601562033E+003,1.38559523056390E+001,5.97042113580635E+003,5.95181523603170E+003
4.23000000000003E-007,5.96379169318961E+003,5.94508334935412E+003,1.38559132183524E+001,5.97100157609981E+003,5.95182591063907E+003
4.24000000000003E-007,5.96250146799605E+003,5.94527134815276E+003,1.38560304780246E+001,5.97153681880630E+003,5.95184299255243E+003
4.25000000000003E-007,5.96357281795695E+003,5.94520868188655E+003,1.38559913921964E+001,5.97046384068112E+003,5.95179902945521E+003
4.26000000000003E-007,5.96591623026506E+003,5.94495801682168E+003,1.38558350415913E+001,5.96974026856915E+003,5.95186890197384E+003
4.27000000000003E-007,5.96891155400593E+003,5.94464468549061E+003,1.38556395869257E+001,5.96875650893373E+003,5.95195424987104E+003
4.28000000000004E-007,5.96697966223535E+003,5.94527134815276E+003,1.38560304780246E+001,5.96703939415331E+003,5.95184008707537E+003
4.29000000000004E-007,5.96420433157749E+003,5.94564734575006E+003,1.38562649776815E+001,5.96716136261247E+003,5.95170150589572E+003
4.30000000000004E-007,5.96213780605091E+003,5.94589801081492E+003,1.38564212962043E+001,5.96799577312872E+003,5.95169022638759E+003
4.31000000000004E-007,5.96133623173863E+003,5.94608600961357E+003,1.38565385274419E+001,5.96776802536963E+003,5.95166587004545E+003
4.32000000000004E-007,5.96520888491176E+003,5.94520868188655E+003,1.38559913921964E+001,5.96907771363358E+003,5.95183679235040E+003
4.33000000000004E-007,5.96377098130514E+003,5.94527134815276E+003,1.38560304780246E+001,5.97017679804756E+003,5.95182931799903E+003
4.34000000000004E-007,5.96688786127504E+003,5.94451935295817E+003,1.38555613999538E+001,5.97123923951442E+003,5.95193617596574E+003
4.35000000000004E-007,5.96483466046879E+003,5.94483268428925E+003,1.38557568619131E+001,5.97172514289205E+003,5.95191794955138E+003
4.36000000000004E-007,5.96491128769669E+003,5.94464468549061E+003,1.38556395869257E+001,5.97250957676335E+003,5.95191690051064E+003
4.37000000000004E-007,5.96803450096876E+003,5.94433135415953E+003,1.38554441140251E+001,5.97131070418315E+003,5.95198907713089E+003
4.38000000000004E-007,5.96638634243015E+003,5.94458201922439E+003,1.38556004938044E+001,5.97142844435119E+003,5.95193270323131E+003
4.39000000000004E-007,5.96742212395277E+003,5.94445668669196E+003,1.38555223053737E+001,5.97108859876387E+003,5.95195042297901E+003
4.40000000000004E-007,5.96791632988634E+003,5.94439402042574E+003,1.38554832100641E+001,5.97118332668843E+003,5.95199569123743E+003
4.41000000000004E-007,5.96494518233173E+003,5.94464468549061E+003,1.38556395869257E+001,5.97261366173377E+003,5.95193774792855E+003
4.42000000000004E-007,5.96924634594668E+003,5.94401802282845E+003,1.38552486228872E+001,5.97194218375780E+003,5.95204902033300E+003
4.43000000000004E-007,5.97117989748989E+003,5.94383002402980E+003,1.38551313194494E+001,5.97117275936512E+003,5.95209377327157E+003
4.44000000000004E-007,5.97278195085379E+003,5.94326602763386E+003,1.38547793697324E+001,5.97284174085470E+003,5.95219460377269E+003
