001-TIME,002-NumDens-Spec-001,003-NumDens-Spec-002,004-NumDens-Spec-003,005-NumDens-Spec-004,006-NumDens-Spec-005,007-NumDens-Spec-006,008-TempTra-001,009-TempTra-002,010-TempTra-003,011-TempTra-004,012-TempTra-005,013-TempTra-006,014-TempVib001,015-TempVib002,016-TempVib003,017-TempVib004,018-TempVib005,019-XiVibMean001,020-XiVibMean002,021-XiVibMean003,022-XiVibMean004,023-XiVibMean005,024-TempRot001,025-TempRot002,026-TempRot003,027-TempRot004,028-TempRot005,029-TempTotal001,030-TempTotal002,031-TempTotal003,032-TempTotal004,033-TempTotal005,034-TempTotal006
0.2419999999999994E-007,0.3706805258005660E+023,0.7900109936856784E+023,0.1717362976136784E+024,0.8663894007031863E+022,0.6566741153798847E+022,0.3030360847231335E+024,0.2491799879358508E+005,0.2506920283258967E+005,0.2588696005882419E+005,0.2395533597545603E+005,0.2550482368496206E+005,0.2549173978629856E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2575587049515272E+005,0.2153353616036140E+005,0.2405751014538972E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1871143507891492E+001,0.1896309356550907E+001,0.1888315736976035E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2600522577264125E+005,0.2232305547502204E+005,0.2366052360612456E+005,0.2491799879358508E+005,0.2506920283258967E+005,0.2588568575006146E+005,0.2281602475206062E+005,0.2457258054513076E+005,0.2543824280373315E+005
0.2439999999999994E-007,0.3740840196912544E+023,0.7943154124297843E+023,0.1715911486095167E+024,0.8473698760199274E+022,0.6516689773053430E+022,0.3034214803548732E+024,0.2490729983697920E+005,0.2505351571650614E+005,0.2584614352532701E+005,0.2396365747963984E+005,0.2534762924739693E+005,0.2545961659586391E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2572156760541184E+005,0.2177320338275467E+005,0.2369306163872729E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1870975521727342E+001,0.1897430523691799E+001,0.1886631516285402E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2596768323212192E+005,0.2207651321468213E+005,0.2375834545761727E+005,0.2490729983697920E+005,0.2505351571650614E+005,0.2584759905617561E+005,0.2281387815720219E+005,0.2443279491060949E+005,0.2540868144467619E+005
0.2459999999999994E-007,0.3777377704856700E+023,0.7961673135173648E+023,0.1713709225342369E+024,0.8343565170261188E+022,0.6591766844171556E+022,0.3036967629489731E+024,0.2494033933235519E+005,0.2500519776961678E+005,0.2579269768997880E+005,0.2369988814178405E+005,0.2554645995430062E+005,0.2541739043396890E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2570390188007067E+005,0.2211477434692099E+005,0.2368596689562946E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1870888839247714E+001,0.1898987146183679E+001,0.1886598225440456E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2595244976562598E+005,0.2190485294472274E+005,0.2370914126852096E+005,0.2494033933235519E+005,0.2500519776961678E+005,0.2581502042946036E+005,0.2274319972130235E+005,0.2450318139509106E+005,0.2538105888853466E+005
0.2479999999999993E-007,0.3816918295645580E+023,0.7982194201279270E+023,0.1711506964589570E+024,0.8218436718397642E+022,0.6636813086842433E+022,0.3039970712334456E+024,0.2502553807307738E+005,0.2490919110847294E+005,0.2576655325174627E+005,0.2371421346533378E+005,0.2559507494440966E+005,0.2538916359835098E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2565071256503223E+005,0.2192631742652468E+005,0.2374712821046047E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1870627144680995E+001,0.1898134192078017E+001,0.1886884573886353E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2591852671377797E+005,0.2223514391164986E+005,0.2371931940659647E+005,0.2502553807307738E+005,0.2490919110847294E+005,0.2577925255694801E+005,0.2279341292222362E+005,0.2454403754373575E+005,0.2534847378252690E+005
0.2499999999999993E-007,0.3847449637900285E+023,0.8016729653993608E+023,0.1709805217644226E+024,0.8028241471565054E+022,0.6671849053364226E+022,0.3043224052082908E+024,0.2509893937810039E+005,0.2481464613548692E+005,0.2571507867492660E+005,0.2381285630376340E+005,0.2547582713571661E+005,0.2534455504504565E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2561991310742615E+005,0.2217439752771947E+005,0.2352444326037644E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1870475124212436E+001,0.1899254034408001E+001,0.1885834980810138E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2591069047239239E+005,0.2233616714245941E+005,0.2380106050381211E+005,0.2509893937810039E+005,0.2481464613548692E+005,0.2574611273943969E+005,0.2293374274554796E+005,0.2445496020287482E+005,0.2531641848554064E+005
0.2519999999999993E-007,0.3882485604422078E+023,0.8047761510055766E+023,0.1707703059652918E+024,0.7838046224732466E+022,0.6741920986407810E+022,0.3046527443212106E+024,0.2508416487952551E+005,0.2475346546566854E+005,0.2570073422047817E+005,0.2383043828162532E+005,0.2506982630958007E+005,0.2530984608414090E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2559088649672652E+005,0.2232992568539255E+005,0.2346869664750904E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1870331526985644E+001,0.1899943627118925E+001,0.1885569172955544E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2589437965694752E+005,0.2202918038127130E+005,0.2371120745526037E+005,0.2508416487952551E+005,0.2475346546566854E+005,0.2572720153305605E+005,0.2289515453235405E+005,0.2423673926953178E+005,0.2528218320123922E+005
0.2539999999999993E-007,0.3920024139981141E+023,0.8059273327627213E+023,0.1705450747519374E+024,0.7742948601316171E+022,0.6816998057525938E+022,0.3048979960868631E+024,0.2521585591030390E+005,0.2472150173119673E+005,0.2567316670372138E+005,0.2368748228451966E+005,0.2513269084931882E+005,0.2530030938258215E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2552968749367502E+005,0.2224071899192029E+005,0.2335559647664074E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1870027724837654E+001,0.1899549254312292E+001,0.1885026075616474E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2584439615315349E+005,0.2228694895821248E+005,0.2368764079416937E+005,0.2521585591030390E+005,0.2472150173119673E+005,0.2568395978944237E+005,0.2288318847028687E+005,0.2422638065192865E+005,0.2526565775140190E+005
0.2559999999999993E-007,0.3957062161732750E+023,0.8093308266534098E+023,0.1703548795051049E+024,0.7567768768707208E+022,0.6827008333675021E+022,0.3052533608901556E+024,0.2530017186257863E+005,0.2471794943690712E+005,0.2563679845214043E+005,0.2354196437263086E+005,0.2526760358861597E+005,0.2528935093270277E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2545813042284159E+005,0.2223063010062970E+005,0.2308205231480791E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1869670694110116E+001,0.1899504456744377E+001,0.1883690989256221E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2579291754633839E+005,0.2204351616621965E+005,0.2396351082407341E+005,0.2530017186257863E+005,0.2471794943690712E+005,0.2563362330868308E+005,0.2274657656743771E+005,0.2429064387607061E+005,0.2524601013464286E+005
0.2579999999999993E-007,0.3997603780136539E+023,0.8117833443099352E+023,0.1701496688440486E+024,0.7442640316843663E+022,0.6832013471749563E+022,0.3055786948650008E+024,0.2517724833391348E+005,0.2471802038333779E+005,0.2560861835170438E+005,0.2349754920402532E+005,0.2546153130929103E+005,0.2526088942083241E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2549017495313623E+005,0.2214074316441017E+005,0.2323886281590465E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1869830820921285E+001,0.1899103562650870E+001,0.1884460099898610E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2568074669535366E+005,0.2192907074996041E+005,0.2396229140902084E+005,0.2517724833391348E+005,0.2471802038333779E+005,0.2559737900216412E+005,0.2266937318957602E+005,0.2441758453825308E+005,0.2521112009314050E+005
0.2599999999999993E-007,0.4041148481385053E+023,0.8140356564434790E+023,0.1699294427687688E+024,0.7327522141129202E+022,0.6837018609824105E+022,0.3059090339779206E+024,0.2515791178954618E+005,0.2465218989365874E+005,0.2557116452995642E+005,0.2384223802565492E+005,0.2512951651508831E+005,0.2522074574526713E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2548777389675793E+005,0.2201760811527139E+005,0.2314653689214003E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1869818836451502E+001,0.1898549163767580E+001,0.1884008503352966E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2563766441605825E+005,0.2179643112311902E+005,0.2403209869695579E+005,0.2515791178954618E+005,0.2465218989365874E+005,0.2556782738161521E+005,0.2274696955452479E+005,0.2426798560544655E+005,0.2517340164952541E+005
0.2619999999999992E-007,0.4071679823639758E+023,0.8170887906689496E+023,0.1697742834884580E+024,0.7172362860818406E+022,0.6842023747898646E+022,0.3062143474004676E+024,0.2505251427527904E+005,0.2473476489274836E+005,0.2553735606983483E+005,0.2375515454579809E+005,0.2521228938437653E+005,0.2520972040609482E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2542442506325158E+005,0.2198598156096009E+005,0.2282567346157023E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1869501842675518E+001,0.1898405785025384E+001,0.1882411234965548E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2560292284928351E+005,0.2163714451906088E+005,0.2435971660167009E+005,0.2505251427527904E+005,0.2473476489274836E+005,0.2552571167875129E+005,0.2265422941624317E+005,0.2431177094970875E+005,0.2515735668990657E+005
0.2639999999999992E-007,0.4107716817776459E+023,0.8189907431372754E+023,0.1695540574131782E+024,0.7037224132805777E+022,0.6922105957091315E+022,0.3064896299945674E+024,0.2516172706248687E+005,0.2465170514405943E+005,0.2548753486156630E+005,0.2401226359229601E+005,0.2519150021850522E+005,0.2517996184628815E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2535512184185987E+005,0.2205056579441941E+005,0.2302293726677953E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1869153281452729E+001,0.1898698147312367E+001,0.1883398383619162E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2562320988751169E+005,0.2133188665240016E+005,0.2409167607165968E+005,0.2516172706248687E+005,0.2465170514405943E+005,0.2549100687924042E+005,0.2269528672793700E+005,0.2427859123059863E+005,0.2513102570632187E+005
0.2659999999999992E-007,0.4149259463795156E+023,0.8209427469863467E+023,0.1693188159236747E+024,0.6912095680942232E+022,0.6977162475911275E+022,0.3067949434171144E+024,0.2510731369016900E+005,0.2470982262269350E+005,0.2542781550018621E+005,0.2407692983742542E+005,0.2512477170848020E+005,0.2515501637255001E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2528371787966375E+005,0.2192086809696955E+005,0.2302081805784408E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1868792202649784E+001,0.1898109314200151E+001,0.1883387866704907E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2562601369802244E+005,0.2137015011831472E+005,0.2367816590364281E+005,0.2510731369016900E+005,0.2470982262269350E+005,0.2544632062922049E+005,0.2269887102786109E+005,0.2412878361073637E+005,0.2511153071909525E+005
0.2679999999999992E-007,0.4182793888894586E+023,0.8227946480739272E+023,0.1691336258149166E+024,0.6801982643302312E+022,0.7012198442433068E+022,0.3070552105969906E+024,0.2510099942272428E+005,0.2470235453928422E+005,0.2541138248134278E+005,0.2393483510868081E+005,0.2527122173911087E+005,0.2514319811282727E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2521720222296238E+005,0.2202862904119177E+005,0.2276166719400861E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1868454046721186E+001,0.1898599032042743E+001,0.1882087334541869E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2560472098659927E+005,0.2115386821450115E+005,0.2359233278007166E+005,0.2510099942272428E+005,0.2470235453928422E+005,0.2541485635199642E+005,0.2260397724314555E+005,0.2409701711921333E+005,0.2508881480001167E+005
0.2699999999999992E-007,0.4211823689726928E+023,0.8249969088267257E+023,0.1689534408442331E+024,0.6656833639140600E+022,0.7082270375476653E+022,0.3073104726387922E+024,0.2506551687910760E+005,0.2468912729401276E+005,0.2537905951344978E+005,0.2403201492725553E+005,0.2553796247657199E+005,0.2512535284643907E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2518648954817548E+005,0.2198215018113710E+005,0.2304170324667127E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1868297319342458E+001,0.1898388387976101E+001,0.1883491430130120E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2556236338857345E+005,0.2113224477948565E+005,0.2338723213203572E+005,0.2506551687910760E+005,0.2468912729401276E+005,0.2538005390842454E+005,0.2262719699276753E+005,0.2423002977303646E+005,0.2506532636666573E+005
0.2719999999999992E-007,0.4249362225285991E+023,0.8274494264832511E+023,0.1687532353212515E+024,0.6521694911127971E+022,0.7107296065849362E+022,0.3076207911994138E+024,0.2505927863045441E+005,0.2456078131179778E+005,0.2535498938864345E+005,0.2398288191936689E+005,0.2496015304045299E+005,0.2506230043287743E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2521061458336483E+005,0.2183876756809955E+005,0.2298065466246804E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1868420461282899E+001,0.1897733024213430E+001,0.1883188190259367E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2554232583619611E+005,0.2132736992051419E+005,0.2378333718763319E+005,0.2505927863045441E+005,0.2456078131179778E+005,0.2537026510675367E+005,0.2262301766007063E+005,0.2407663808988046E+005,0.2502143780051102E+005
0.2739999999999991E-007,0.4284898705615239E+023,0.8298018413782858E+023,0.1685930709028661E+024,0.6421592149637135E+022,0.7072260099327570E+022,0.3079160943458118E+024,0.2513095741082909E+005,0.2463093476276007E+005,0.2529336608935153E+005,0.2391781414779102E+005,0.2465227562691430E+005,0.2504883547126252E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2518530126414094E+005,0.2163548028348267E+005,0.2292302875329689E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1868291248005334E+001,0.1896789233527826E+001,0.1882900500263964E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2548318038949905E+005,0.2148083036529495E+005,0.2345320152970146E+005,0.2513095741082909E+005,0.2463093476276007E+005,0.2531924327287785E+005,0.2258341439241084E+005,0.2383079811207547E+005,0.2501630725987241E+005
0.2759999999999991E-007,0.4317932616907215E+023,0.8314034855621391E+023,0.1684028756560336E+024,0.6316484250071757E+022,0.7122311480072987E+022,0.3081613461114644E+024,0.2515160796557925E+005,0.2459356241262838E+005,0.2525718835847329E+005,0.2359002742711424E+005,0.2458862496438795E+005,0.2501372727511827E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2519969103148727E+005,0.2188169455504070E+005,0.2262088312133267E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1868364732484856E+001,0.1897930116672590E+001,0.1881368589622569E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2544230624255100E+005,0.2133512811198223E+005,0.2355163720151195E+005,0.2515160796557925E+005,0.2459356241262838E+005,0.2529545216659047E+005,0.2246619826295135E+005,0.2374925367559044E+005,0.2499220225991221E+005
0.2779999999999991E-007,0.4348463959161920E+023,0.8336557976956829E+023,0.1682477163757227E+024,0.6201366074357296E+022,0.7127316618147530E+022,0.3084266184294151E+024,0.2504161102060463E+005,0.2457572912879143E+005,0.2529779635659643E+005,0.2357899666330582E+005,0.2464196470601161E+005,0.2501679302928091E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2516461613291114E+005,0.2185072929181467E+005,0.2214952675396614E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1868185471104401E+001,0.1897788021005639E+001,0.1878897094414092E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2536941906999488E+005,0.2119603011995436E+005,0.2350375465500556E+005,0.2504161102060463E+005,0.2457572912879143E+005,0.2528242695043020E+005,0.2241256212270933E+005,0.2363025389938113E+005,0.2496157685368261E+005
0.2799999999999991E-007,0.4397013798484975E+023,0.8347068766913367E+023,0.1679974594719957E+024,0.6141304417462794E+022,0.7142332032371154E+022,0.3087219215758131E+024,0.2513181730961762E+005,0.2452017897177978E+005,0.2526850963012352E+005,0.2382911558575134E+005,0.2451926254427820E+005,0.2500074379447252E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2515857762697164E+005,0.2176632067356710E+005,0.2205383844241440E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1868154560158440E+001,0.1897398664406134E+001,0.1878382742880193E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2527931451945848E+005,0.2125640589602127E+005,0.2309303647351680E+005,0.2513181730961762E+005,0.2452017897177978E+005,0.2524175423422844E+005,0.2251566915013599E+005,0.2343129426625662E+005,0.2493488600402725E+005
0.2819999999999991E-007,0.4436053875466401E+023,0.8365087263981717E+023,0.1678122693632376E+024,0.6061222208270125E+022,0.7122311480072987E+022,0.3090072144460619E+024,0.2504928304770360E+005,0.2447717886247600E+005,0.2522857981719791E+005,0.2393224242000239E+005,0.2434980557998103E+005,0.2495374694681243E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2513447797531047E+005,0.2196425528343290E+005,0.2167659383400784E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1868031050257949E+001,0.1898307054127060E+001,0.1876311675683099E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2529759640880846E+005,0.2108595619451728E+005,0.2311161377634183E+005,0.2504928304770360E+005,0.2447717886247600E+005,0.2522308304832269E+005,0.2256546992919095E+005,0.2326024443569552E+005,0.2489883906736154E+005
0.2839999999999991E-007,0.4472090869603102E+023,0.8380102678205343E+023,0.1676270792544796E+024,0.5981139999077456E+022,0.7132321756222071E+022,0.3092624764878636E+024,0.2491450843671648E+005,0.2450441402108319E+005,0.2519785006278145E+005,0.2395819397963258E+005,0.2426807115416708E+005,0.2492355882907994E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2509713336811010E+005,0.2219984793528097E+005,0.2149789927933136E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1867839202871964E+001,0.1899367527913389E+001,0.1875305836917750E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2529896163678051E+005,0.2073106423189970E+005,0.2311482306557532E+005,0.2491450843671648E+005,0.2450441402108319E+005,0.2519990319141343E+005,0.2253864286348785E+005,0.2317700468508746E+005,0.2487205496963541E+005
