001-TIME,002-TempTra-001     ,003-TempVib001     ,004-XiVibMean001     ,005-TempRot001     ,006-TempTotal001      
    8.79999999999999E-009,    6.75223876393454E+003,    6.66724650940138E+003,    1.67852241470587E+000,    6.72299525547709E+003,    6.72212006271071E+003 
    8.89999999999999E-009,    6.71420866249019E+003,    6.68734361525220E+003,    1.67943086973797E+000,    6.74798886980127E+003,    6.71756859321055E+003 
    8.99999999999999E-009,    6.74169547067310E+003,    6.70321859070391E+003,    1.68014486217388E+000,    6.77407345551511E+003,    6.74171182323634E+003 
    9.09999999999999E-009,    6.76158827124835E+003,    6.66678765774263E+003,    1.67850161320251E+000,    6.76849890074301E+003,    6.73983163598373E+003 
    9.19999999999999E-009,    6.75383401805138E+003,    6.65559148786460E+003,    1.67799321547345E+000,    6.79185487701868E+003,    6.74053532511711E+003 
    9.29999999999999E-009,    6.74250095073516E+003,    6.66981606741916E+003,    1.67863885306988E+000,    6.77701956817221E+003,    6.73456902995663E+003 
    9.39999999999999E-009,    6.75367635417018E+003,    6.68192944104234E+003,    1.67918663514790E+000,    6.80203124504362E+003,    6.75011803529263E+003 
    9.49999999999999E-009,    6.75304917639520E+003,    6.70487028089408E+003,    1.68021896657743E+000,    6.80009269904574E+003,    6.75501557171204E+003 
    9.59999999999999E-009,    6.75896274006161E+003,    6.73606741977715E+003,    1.68161225303982E+000,    6.80090400830654E+003,    6.76575473631096E+003 
    9.69999999999999E-009,    6.75921289100646E+003,    6.76331679913497E+003,    1.68281936884212E+000,    6.79292579735063E+003,    6.77033573372783E+003 
    9.79999999999999E-009,    6.75406841979457E+003,    6.77469303300261E+003,    1.68332062829203E+000,    6.81134332524592E+003,    6.77640277363874E+003 
    9.89999999999999E-009,    6.75054354888389E+003,    6.76726182406098E+003,    1.68299337346534E+000,    6.79391342694060E+003,    6.76773292736036E+003 
    1.00000000000000E-008,    6.73361307248224E+003,    6.75634409122572E+003,    1.68251135515174E+000,    6.78998621766292E+003,    6.75620809394749E+003 
