001-TIME,002-TempTra-001,003-TempTra-002,004-TempTra-003,005-TempVib001,006-TempVib002,007-XiVibMean001,008-XiVibMean002,009-TempRot001,010-TempRot002,011-TempTotal001,012-TempTotal002,013-TempTotal003
3.50000000000000E-007,5.04097507320454E+003,5.00576117258502E+003,5.02336821101986E+003,5.64659685393222E+003,4.39508965385520E+003,1.45888413112296E+000,1.52724934703959E+000,5.05369844963709E+003,5.03404480228518E+003,5.18170816885664E+003,4.87154224325412E+003,5.02662598226581E+003
3.55000000000000E-007,5.03635260107510E+003,5.01746371896098E+003,5.02690820728869E+003,5.63358966983742E+003,4.40751223716654E+003,1.45777157359577E+000,1.52845818390628E+000,5.04249370829129E+003,5.03518551746389E+003,5.17307428995951E+003,4.88008951637521E+003,5.02658263638084E+003
3.60000000000000E-007,5.04171874839788E+003,5.01279664870303E+003,5.02725777092989E+003,5.61595669633336E+003,4.42187820458487E+003,1.45625612144593E+000,1.52984851357655E+000,5.04275760369417E+003,5.03683727681250E+003,5.17156416061062E+003,4.88171635711884E+003,5.02664098422774E+003
3.65000000000000E-007,5.03650552548276E+003,5.02122014569580E+003,5.02886287384193E+003,5.60002187122533E+003,4.43312806324036E+003,1.45487940385316E+000,1.53093160788978E+000,5.03308368702855E+003,5.04615043635159E+003,5.16245747553185E+003,4.89099857439014E+003,5.02672870430458E+003
3.70000000000000E-007,5.04112552961797E+003,5.01748647962731E+003,5.02930606378090E+003,5.58162919201036E+003,4.45200766786965E+003,1.45328175487146E+000,1.53273819227500E+000,5.05340393924555E+003,5.02376009008246E+003,5.16665250349288E+003,4.88673215798573E+003,5.02669303125820E+003
3.75000000000000E-007,5.03904778945870E+003,5.02112882589249E+003,5.03008835251897E+003,5.56221240978840E+003,4.46789670223136E+003,1.45158508830843E+000,1.53424795429124E+000,5.04974914669211E+003,5.02852211933533E+003,5.16007551603755E+003,4.89349230629242E+003,5.02678457830683E+003
3.80000000000000E-007,5.04424523222035E+003,5.01591682839773E+003,5.03008110120272E+003,5.54992592132073E+003,4.48454859803865E+003,1.45050609753998E+000,1.53581985803677E+000,5.05049391043852E+003,5.02332150376287E+003,5.15989356556107E+003,4.89331912117975E+003,5.02660701049032E+003
3.85000000000000E-007,5.04221621260821E+003,5.02308993717587E+003,5.03265312275679E+003,5.54123883959529E+003,4.49950066677279E+003,1.44974067199133E+000,1.53722236542298E+000,5.02724548305960E+003,5.03266197567709E+003,5.14974176669778E+003,4.90289683132214E+003,5.02631991675549E+003
3.90000000000000E-007,5.04312166856437E+003,5.02147433602410E+003,5.03229805646810E+003,5.52560732832220E+003,4.51632244625676E+003,1.44835805412585E+000,1.53879024108662E+000,5.02269406922585E+003,5.03692488468433E+003,5.14515644813317E+003,4.90732146165449E+003,5.02623955009138E+003
3.95000000000000E-007,5.03290998624692E+003,5.03589029105094E+003,5.03440013119053E+003,5.51219600864967E+003,4.53099289989300E+003,1.44716633746694E+000,1.54014902811541E+000,5.01452377756826E+003,5.03741272934274E+003,5.13478950135502E+003,4.91745685071548E+003,5.02612371992436E+003
